סמל היישוב,שם יישוב,מחוז,נפה,צורת יישוב,מעמד מוניציפלי,אזור טבעי,אוכלוסייה - סך הכל,מזה: יהודים ואחרים,מזה: יהודים,מזה: ערבים,אשכול רשויות מקומיות
435,נצר סרני,המרכז,רמלה,קיבוצים,גזר,אזור רמלה,782,782,754,-,
7300,נצרת,הצפון,,יישובים לא יהודיים 99999-50000 תושבים,עירייה,הרי נצרת-תירען,"76,551",147,69,"76,404",
1061,נצרת עילית,הצפון,,יישובים יהודיים 49999-20000 תושבים,עירייה,הרי נצרת-תירען,"40,596","30,115","24,090","10,482",
2500,נשר,חיפה,חיפה,יישובים יהודיים 49999-20000 תושבים,עירייה,אזור חיפה,"23,749","23,487","20,910",262,
3555,נתיב הגדוד,יהודה והשומרון,,מושבים - לרבות כפרים שיתופיים,ערבות הירדן,,191,191,189,-,
693,"נתיב הל""ה",ירושלים,ירושלים,קיבוצים,מטה יהודה,שפלת יהודה,622,622,609,-,
1242,נתיב העשרה,הדרום,אשקלון,מושבים - לרבות כפרים שיתופיים,חוף אשקלון,אזור אשקלון,842,840,823,2,
792,נתיב השיירה,הצפון,עכו,מושבים - לרבות כפרים שיתופיים,מטה אשר,אזור נהרייה,494,494,484,-,
246,נתיבות,הדרום,באר שבע,יישובים יהודיים 49999-20000 תושבים,עירייה,אזור גרר,"33,779","33,745","32,623",35,
7400,נתניה,המרכז,השרון,יישובים יהודיים 499999-200000 תושבים,עירייה,מערב השרון,"214,101","213,750","196,349",352,
525,סאג'ור,הצפון,עכו,יישובים לא יהודיים 4999-2000 תושבים,מועצה מקומית,אזור כרמיאל,"4,148",-,-,"4,148",
578,סאסא,הצפון,צפת,קיבוצים,הגליל העליון,גליל עליון מזרחי,412,411,394,-,
587,סביון*,המרכז,פתח תקווה,יישובים יהודיים 4999-2000 תושבים,מועצה מקומית,אזור פתח תקווה,"3,878","3,877","3,816",1,
2046,סגולה,הדרום,אשקלון,מושבים - לרבות כפרים שיתופיים,יואב,אזור מלאכי,741,739,728,2,
942,סואעד (חמרייה)*,הצפון,עכו,יישובים כפריים אחרים לא יהודיים,עמק יזרעאל,אזור שפרעם,167,-,-,167,
526,סולם,הצפון,יזרעאל,יישובים לא יהודיים 4999-2000 תושבים,בוסתן אל-מרג',עמק יזרעאל,"2,545",-,-,"2,545",
3756,סוסיה,יהודה והשומרון,,יישובים קהילתיים,הר חברון,,"1,170","1,170","1,169",-,
1238,סופה,הדרום,באר שבע,קיבוצים,אשכול,אזור בשור,199,200,182,-,
7500,סח'נין,הצפון,עכו,יישובים לא יהודיים 49999-20000 תושבים,עירייה,אזור שפרעם,"30,548",26,9,"30,523",
1245,סלמה,הצפון,עכו,יישובים לא יהודיים 4999-2000 תושבים,משגב,אזור כרמיאל,"3,222",-,-,"3,222",
3567,סלעית,יהודה והשומרון,,מושבים - לרבות כפרים שיתופיים,שומרון,,"1,010","1,010","1,002",-,
1156,סמר,הדרום,באר שבע,קיבוצים,חבל אילות,הערבה,276,276,249,-,
3777,סנסנה,יהודה והשומרון,,יישובים קהילתיים,הר חברון,,408,408,408,-,
419,סעד,הדרום,באר שבע,קיבוצים,שדות נגב,אזור גרר,808,808,808,-,
1360,סעוה,הדרום,באר שבע,יישובים כפריים אחרים לא יהודיים,אל קסום,אזור באר שבע,385,-,-,385,
454,סער,הצפון,עכו,קיבוצים,מטה אשר,אזור נהרייה,840,835,815,5,
1176,ספיר,הדרום,באר שבע,יישובים כפריים אחרים יהודיים,הערבה התיכונה,הערבה,387,383,351,4,
610,סתרייה,המרכז,רמלה,מושבים - לרבות כפרים שיתופיים,גזר,אזור רמלה,"1,099","1,095","1,078",5,
892,עבדון,הצפון,עכו,מושבים - לרבות כפרים שיתופיים,מעלה יוסף,אזור אילון,640,636,632,4,
376,עברון,הצפון,עכו,קיבוצים,מטה אשר,אזור נהרייה,789,788,730,1,
794,עגור,ירושלים,ירושלים,מושבים - לרבות כפרים שיתופיים,מטה יהודה,שפלת יהודה,526,526,512,-,
4501,ע'ג'ר,הצפון,גולן,יישובים לא יהודיים 4999-2000 תושבים,מועצה מקומית,גולן צפוני,"2,559",-,-,"2,559",
1762,עד הלום,הדרום,אשקלון,מוקד תעסוקה,באר טוביה,אזור מלאכי,-,-,-,-,
1199,עדי,הצפון,עכו,יישובים קהילתיים,עמק יזרעאל,אזור שפרעם,"1,930","1,929","1,920",1,
2035,עדנים,המרכז,פתח תקווה,מושבים - לרבות כפרים שיתופיים,דרום השרון,דרום השרון,471,471,464,-,
826,עוזה,הדרום,אשקלון,מושבים - לרבות כפרים שיתופיים,שפיר,אזור לכיש,408,407,407,1,
528,עוזייר,הצפון,,יישובים לא יהודיים 4999-2000 תושבים,אל-בטוף,הרי נצרת-תירען,"3,146",4,-,"3,143",
737,עולש,המרכז,השרון,מושבים - לרבות כפרים שיתופיים,עמק חפר,מזרח השרון,"1,110","1,110","1,105",-,
666,עומר,הדרום,באר שבע,יישובים יהודיים 9999-5000 תושבים,מועצה מקומית,אזור באר שבע,"7,613","7,506","7,359",106,
810,עופר,חיפה,חדרה,מושבים - לרבות כפרים שיתופיים,חוף הכרמל,אזור זכרון יעקב,651,651,638,-,
32,עוצם,הדרום,אשקלון,מושבים - לרבות כפרים שיתופיים,לכיש,אזור לכיש,530,528,528,3,
328,עזוז,הדרום,באר שבע,יישובים קהילתיים,רמת נגב,הר הנגב הצפוני,76,76,64,-,
1149,עזר,הדרום,אשקלון,יישובים כפריים אחרים יהודיים,באר טוביה,אזור מלאכי,823,823,813,-,
837,עזריאל,המרכז,השרון,מושבים - לרבות כפרים שיתופיים,לב השרון,מערב השרון,913,913,909,-,
711,עזריה,המרכז,רמלה,מושבים - לרבות כפרים שיתופיים,גזר,אזור רמלה,"1,225","1,224","1,219",-,
817,עזריקם,הדרום,אשקלון,מושבים - לרבות כפרים שיתופיים,באר טוביה,אזור מלאכי,"1,450","1,449","1,443",1,
3658,עטרת,יהודה והשומרון,,יישובים קהילתיים,מטה בנימין,,897,897,896,-,
1175,עידן,הדרום,באר שבע,מושבים - לרבות כפרים שיתופיים,הערבה התיכונה,הערבה,387,387,366,-,
1765,עידן הנגב,הדרום,באר שבע,מוקד תעסוקה,בני שמעון,אזור באר שבע,-,-,-,-,
530,עיילבון,הצפון,כנרת,יישובים לא יהודיים 9999-5000 תושבים,מועצה מקומית,גליל תחתון מזרחי,"5,588",48,34,"5,539",
156,עיינות,המרכז,רחובות,יישובים מוסדיים יהודיים,גן רווה,אזור ראשון לציון,352,350,301,2,
511,עילוט,הצפון,,יישובים לא יהודיים 9999-5000 תושבים,מועצה מקומית,הרי נצרת-תירען,"7,942",2,2,"7,940",
687,עין איילה,חיפה,חדרה,מושבים - לרבות כפרים שיתופיים,חוף הכרמל,חוף הכרמל,"1,157","1,157","1,129",-,
546,עין אל-אסד,הצפון,עכו,יישובים כפריים אחרים לא יהודיים,מרום הגליל,אזור יחיעם,871,-,-,870,
273,עין גב,הצפון,כנרת,קיבוצים,עמק הירדן,כנרות,664,665,632,-,
2042,עין גדי,הדרום,באר שבע,קיבוצים,תמר,אזור ים המלח,589,581,547,8,
436,עין דור,הצפון,יזרעאל,קיבוצים,עמק יזרעאל,רמת כוכב,"1,029","1,029",988,-,
1240,עין הבשור,הדרום,באר שבע,מושבים - לרבות כפרים שיתופיים,אשכול,אזור בשור,"1,172","1,172","1,133",1,
74,עין הוד,חיפה,חדרה,יישובים קהילתיים,חוף הכרמל,אזור זכרון יעקב,622,620,587,2,
167,עין החורש,המרכז,השרון,קיבוצים,עמק חפר,מערב השרון,785,785,771,-,
289,עין המפרץ,הצפון,עכו,קיבוצים,מטה אשר,אזור עכו,"1,236","1,236","1,204",-,
383,"עין הנצי""ב",הצפון,יזרעאל,קיבוצים,עמק המעיינות,עמק בית שאן,618,618,616,-,
367,עין העמק,הצפון,יזרעאל,יישובים כפריים אחרים יהודיים,מגידו,רמת מנשה,767,767,766,-,
270,עין השופט,הצפון,יזרעאל,קיבוצים,מגידו,רמת מנשה,841,840,733,1,
676,עין השלושה,הדרום,באר שבע,קיבוצים,אשכול,אזור בשור,396,394,333,1,
157,עין ורד,המרכז,השרון,מושבים - לרבות כפרים שיתופיים,לב השרון,מערב השרון,"1,476","1,475","1,457",1,
4503,עין זיוון,הצפון,גולן,קיבוצים,גולן,גולן צפוני,322,322,300,-,
1320,עין חוד,חיפה,חדרה,יישובים כפריים אחרים לא יהודיים,חוף הכרמל,אזור זכרון יעקב,289,-,-,289,
1053,עין חצבה,הדרום,באר שבע,מקום,תמר,הערבה,-,-,-,-,
89,עין חרוד (איחוד),הצפון,יזרעאל,קיבוצים,הגלבוע,עמק חרוד,543,544,533,-,
82,עין חרוד (מאוחד),הצפון,יזרעאל,קיבוצים,הגלבוע,עמק חרוד,739,738,725,-,
806,עין יהב,הדרום,באר שבע,מושבים - לרבות כפרים שיתופיים,הערבה התיכונה,הערבה,677,677,666,-,
813,עין יעקב,הצפון,עכו,מושבים - לרבות כפרים שיתופיים,מעלה יוסף,אזור יחיעם,"1,076","1,070","1,047",5,
1056,"עין כרם-בי""ס חקלאי",ירושלים,ירושלים,יישובים מוסדיים יהודיים,מטה יהודה,הרי יהודה,194,195,177,-,
426,עין כרמל,חיפה,חדרה,קיבוצים,חוף הכרמל,חוף הכרמל,921,920,897,-,
532,עין מאהל,הצפון,,יישובים לא יהודיים 19999-10000 תושבים,מועצה מקומית,הרי נצרת-תירען,"12,842",17,4,"12,825",
521,עין נקובא,ירושלים,ירושלים,יישובים לא יהודיים 4999-2000 תושבים,מטה יהודה,הרי יהודה,"3,284",1,-,"3,282",
223,עין עירון,חיפה,חדרה,מושבים - לרבות כפרים שיתופיים,מנשה,אזור חדרה,573,573,571,-,
622,עין צורים,הדרום,אשקלון,קיבוצים,שפיר,אזור מלאכי,828,827,824,-,
4502,עין קנייא,הצפון,גולן,יישובים לא יהודיים 4999-2000 תושבים,מועצה מקומית,אזור החרמון,"2,033",-,-,"2,033",
514,עין ראפה,ירושלים,ירושלים,יישובים כפריים אחרים לא יהודיים,מטה יהודה,הרי יהודה,"1,211",5,5,"1,206",
139,עין שמר,חיפה,חדרה,קיבוצים,מנשה,אזור חדרה,551,551,531,-,
880,עין שריד,המרכז,השרון,יישובים כפריים אחרים יהודיים,לב השרון,מערב השרון,"1,632","1,632","1,614",-,
1251,עין תמר,הדרום,באר שבע,מושבים - לרבות כפרים שיתופיים,תמר,אזור ים המלח,184,183,177,-,
871,עינת,המרכז,פתח תקווה,קיבוצים,דרום השרון,אזור פתח תקווה,804,804,791,-,
1187,עיר אובות,הדרום,באר שבע,מקום,הערבה התיכונה,הערבה,-,-,-,-,
7600,עכו,הצפון,עכו,יישובים יהודיים 49999-20000 תושבים,עירייה,אזור עכו,"48,303","32,942","29,392","15,361",
1146,עלומים,הדרום,באר שבע,קיבוצים,שדות נגב,אזור בשור,487,487,487,-,
3765,עלי,יהודה והשומרון,,יישובים יהודיים 4999-2000 תושבים,מטה בנימין,,"4,281","4,280","4,256",-,
3727,עלי זהב,יהודה והשומרון,,יישובים יהודיים 4999-2000 תושבים,שומרון,,"2,133","2,133","2,118",-,
688,עלמה,הצפון,צפת,מושבים - לרבות כפרים שיתופיים,מרום הגליל,גליל עליון מזרחי,698,698,698,-,
3715,עלמון,יהודה והשומרון,,יישובים קהילתיים,מטה בנימין,,"1,391","1,390","1,350",-,
1212,עמוקה,הצפון,צפת,יישובים קהילתיים,מרום הגליל,גליל עליון מזרחי,139,139,137,-,
779,עמינדב,ירושלים,ירושלים,מושבים - לרבות כפרים שיתופיים,מטה יהודה,הרי יהודה,"1,161","1,160","1,149",1,
385,עמיעד,הצפון,צפת,קיבוצים,הגליל העליון,אזור חצור,425,425,414,-,
318,עמיעוז,הדרום,באר שבע,מושבים - לרבות כפרים שיתופיים,אשכול,אזור בשור,217,216,214,1,
773,עמיקם,חיפה,חדרה,מושבים - לרבות כפרים שיתופיים,אלונה,הר אלכסנדר,723,723,698,-,
319,עמיר,הצפון,צפת,קיבוצים,הגליל העליון,עמק חולה,575,572,545,3,
3660,עמנואל,יהודה והשומרון,,יישובים יהודיים 4999-2000 תושבים,מועצה מקומית,,"3,440","3,440","3,437",-,
708,עמקה,הצפון,עכו,מושבים - לרבות כפרים שיתופיים,מטה אשר,אזור נהרייה,748,748,738,-,
3712,ענב,יהודה והשומרון,,יישובים קהילתיים,שומרון,,800,800,798,-,
534,עספיא,חיפה,חיפה,יישובים לא יהודיים 19999-10000 תושבים,מועצה מקומית,אזור חיפה,"12,136",167,94,"11,969",
7700,עפולה,הצפון,יזרעאל,יישובים יהודיים 49999-20000 תושבים,עירייה,עמק יזרעאל,"49,169","48,713","44,256",457,
3617,עפרה,יהודה והשומרון,,יישובים יהודיים 4999-2000 תושבים,מטה בנימין,,"3,607","3,606","3,601",-,
3778,עץ אפרים,יהודה והשומרון,,יישובים יהודיים 4999-2000 תושבים,שומרון,,"2,204","2,204","2,152",-,
917,עצמון שגב,הצפון,עכו,יישובים קהילתיים,משגב,אזור שפרעם,"1,068","1,067","1,061",-,
531,עראבה,הצפון,עכו,יישובים לא יהודיים 49999-20000 תושבים,עירייה,אזור שפרעם,"24,972",43,2,"24,928",
1246,עראמשה*,הצפון,עכו,יישובים כפריים אחרים לא יהודיים,מטה אשר,אזור אילון,"1,633",-,-,"1,633",
1335,ערב אל נעים,הצפון,עכו,יישובים כפריים אחרים לא יהודיים,משגב,אזור שפרעם,767,-,-,767,
2560,ערד,הדרום,באר שבע,יישובים יהודיים 49999-20000 תושבים,עירייה,אזור באר שבע,"25,530","24,751","20,608",780,
593,ערוגות,הדרום,אשקלון,מושבים - לרבות כפרים שיתופיים,באר טוביה,אזור מלאכי,"1,163","1,163","1,133",-,
637,ערערה,חיפה,חדרה,יישובים לא יהודיים 49999-20000 תושבים,מועצה מקומית,הר אלכסנדר,"24,528",42,12,"24,486",
1192,ערערה-בנגב,הדרום,באר שבע,יישובים לא יהודיים 19999-10000 תושבים,מועצה מקומית,אזור באר שבע,"16,988",6,-,"16,982",
591,עשרת,המרכז,רחובות,יישובים כפריים אחרים יהודיים,גדרות,אזור רחובות,983,983,972,-,
53,עתלית,חיפה,חדרה,יישובים יהודיים 9999-5000 תושבים,חוף הכרמל,חוף הכרמל,"7,385","7,317","7,133",67,
3748,עתניאל,יהודה והשומרון,,יישובים קהילתיים,הר חברון,,"1,003","1,003","1,001",-,
1151,פארן,הדרום,באר שבע,מושבים - לרבות כפרים שיתופיים,הערבה התיכונה,הערבה,442,441,423,2,
1763,פארק תעשיות ספירים,הדרום,אשקלון,מוקד תעסוקה,שער הנגב,אזור אשקלון,-,-,-,-,
3768,פדואל,יהודה והשומרון,,יישובים קהילתיים,שומרון,,"1,746","1,746","1,744",-,
750,פדויים,הדרום,באר שבע,מושבים - לרבות כפרים שיתופיים,מרחבים,אזור בשור,494,494,489,-,
838,פדיה,המרכז,רמלה,מושבים - לרבות כפרים שיתופיים,גזר,אזור רמלה,813,813,810,-,
537,פוריידיס,חיפה,חדרה,יישובים לא יהודיים 19999-10000 תושבים,מועצה מקומית,חוף הכרמל,"12,889",15,7,"12,873",
1104,פורייה - כפר עבודה,הצפון,כנרת,יישובים כפריים אחרים יהודיים,עמק הירדן,כנרות,381,380,365,1,
1105,פורייה - נווה עובד,הצפון,כנרת,יישובים כפריים אחרים יהודיים,עמק הירדן,כנרות,"1,183","1,170","1,111",13,
1313,פורייה עילית,הצפון,כנרת,יישובים כפריים אחרים יהודיים,עמק הירדן,כנרות,"1,081","1,034",926,46,
767,פורת,המרכז,השרון,מושבים - לרבות כפרים שיתופיים,לב השרון,מערב השרון,"1,240","1,240","1,234",-,
749,פטיש,הדרום,באר שבע,מושבים - לרבות כפרים שיתופיים,מרחבים,אזור בשור,875,874,870,-,
1185,פלך,הצפון,עכו,קיבוצים,משגב,אזור יחיעם,131,130,126,-,
597,פלמחים,המרכז,רחובות,קיבוצים,גן רווה,אזור ראשון לציון,667,668,648,-,
3723,פני חבר,יהודה והשומרון,,יישובים קהילתיים,הר חברון,,561,561,561,-,
3659,פסגות,יהודה והשומרון,,יישובים קהילתיים,מטה בנימין,,"1,848","1,848","1,848",-,
535,פסוטה,הצפון,עכו,יישובים לא יהודיים 4999-2000 תושבים,מועצה מקומית,אזור אילון,"3,098",6,-,"3,092",
2059,"פעמי תש""ז",הדרום,באר שבע,מושבים - לרבות כפרים שיתופיים,מרחבים,אזור גרר,540,539,537,-,
3615,פצאל,יהודה והשומרון,,מושבים - לרבות כפרים שיתופיים,ערבות הירדן,,262,262,261,-,
536,פקיעין (בוקייעה),הצפון,עכו,יישובים לא יהודיים 9999-5000 תושבים,מועצה מקומית,אזור יחיעם,"5,767",1,-,"5,767",
281,פקיעין חדשה,הצפון,עכו,מושבים - לרבות כפרים שיתופיים,מעלה יוסף,אזור יחיעם,507,492,480,15,
7800,פרדס חנה-כרכור,חיפה,חדרה,יישובים יהודיים 49999-20000 תושבים,מועצה מקומית,אזור חדרה,"41,142","41,091","39,861",51,
171,פרדסייה,המרכז,השרון,יישובים יהודיים 9999-5000 תושבים,מועצה מקומית,מערב השרון,"5,828","5,826","5,764",2,
599,פרוד,הצפון,צפת,קיבוצים,מרום הגליל,גליל עליון מזרחי,539,539,522,-,
2053,פרזון,הצפון,יזרעאל,מושבים - לרבות כפרים שיתופיים,הגלבוע,עמק יזרעאל,323,323,320,-,
1231,פרי גן,הדרום,באר שבע,מושבים - לרבות כפרים שיתופיים,אשכול,אזור בשור,241,241,240,-,
7900,פתח תקווה,המרכז,פתח תקווה,יישובים יהודיים 499999-200000 תושבים,עירייה,אזור פתח תקווה,"240,357","240,061","220,909",297,
839,פתחיה,המרכז,רמלה,מושבים - לרבות כפרים שיתופיים,גזר,אזור רמלה,850,850,840,-,
413,צאלים,הדרום,באר שבע,קיבוצים,אשכול,אזור בשור,471,471,423,-,
1180,צביה,הצפון,עכו,יישובים קהילתיים,משגב,אזור כרמיאל,322,322,319,-,
1213,צבעון,הצפון,צפת,קיבוצים,הגליל העליון,גליל עליון מזרחי,159,160,153,-,
465,צובה,ירושלים,ירושלים,קיבוצים,מטה יהודה,הרי יהודה,628,628,614,-,
1136,צוחר,הדרום,באר שבע,יישובים כפריים אחרים יהודיים,אשכול,אזור בשור,443,442,421,2,
1111,צופייה,המרכז,רחובות,מקום,חבל יבנה,אזור רחובות,-,-,-,-,
3791,צופים,יהודה והשומרון,,יישובים יהודיים 4999-2000 תושבים,שומרון,,"2,188","2,177","2,123",11,
198,צופית,המרכז,פתח תקווה,מושבים - לרבות כפרים שיתופיים,דרום השרון,דרום השרון,"1,294","1,293","1,275",1,
1150,צופר,הדרום,באר שבע,מושבים - לרבות כפרים שיתופיים,הערבה התיכונה,הערבה,419,418,412,1,
1102,צוקי ים,המרכז,השרון,יישובים כפריים אחרים יהודיים,עמק חפר,מערב השרון,281,281,273,-,
1262,צוקים,הדרום,באר שבע,יישובים קהילתיים,הערבה התיכונה,הערבה,309,309,297,-,
1113,צור הדסה,ירושלים,ירושלים,יישובים יהודיים 9999-5000 תושבים,מטה יהודה,הרי יהודה,"8,182","8,162","7,771",20,
1345,צור יצחק,המרכז,פתח תקווה,יישובים יהודיים 9999-5000 תושבים,דרום השרון,דרום השרון,"5,541","5,529","5,361",12,
276,צור משה,המרכז,השרון,יישובים יהודיים 4999-2000 תושבים,לב השרון,מערב השרון,"3,375","3,366","3,325",9,
1148,צור נתן,המרכז,פתח תקווה,מושבים שיתופיים,דרום השרון,דרום השרון,310,309,306,-,
774,צוריאל,הצפון,עכו,מושבים - לרבות כפרים שיתופיים,מעלה יוסף,אזור יחיעם,323,321,317,3,
1221,צורית,הצפון,עכו,יישובים קהילתיים,משגב,אזור כרמיאל,863,862,851,1,
613,ציפורי,הצפון,יזרעאל,מושבים - לרבות כפרים שיתופיים,עמק יזרעאל,הרי נצרת-תירען,974,853,837,121,
796,צלפון,ירושלים,ירושלים,מושבים - לרבות כפרים שיתופיים,מטה יהודה,שפלת יהודה,945,945,942,-,
636,צנדלה,הצפון,יזרעאל,יישובים כפריים אחרים לא יהודיים,הגלבוע,עמק חרוד,"1,587",-,-,"1,587",
594,צפרייה,המרכז,רמלה,מושבים - לרבות כפרים שיתופיים,עמק לוד,אזור רמלה,912,912,912,-,
1079,צפרירים,ירושלים,ירושלים,מושבים - לרבות כפרים שיתופיים,מטה יהודה,שפלת יהודה,436,436,424,-,
8000,צפת,הצפון,צפת,יישובים יהודיים 49999-20000 תושבים,עירייה,גליל עליון מזרחי,"35,276","34,463","32,405",812,
612,צרופה,חיפה,חדרה,מושבים - לרבות כפרים שיתופיים,חוף הכרמל,חוף הכרמל,"1,122","1,120","1,100",1,
567,צרעה,ירושלים,ירושלים,קיבוצים,מטה יהודה,שפלת יהודה,908,908,893,-,
334,קבוצת יבנה,המרכז,רחובות,קיבוצים,חבל יבנה,אזור רחובות,991,991,991,-,
3557,קדומים,יהודה והשומרון,,יישובים יהודיים 4999-2000 תושבים,מועצה מקומית,,"4,481","4,481","4,465",-,
195,קדימה-צורן,המרכז,השרון,יישובים יהודיים 49999-20000 תושבים,מועצה מקומית,מערב השרון,"21,987","21,970","21,578",17,
392,קדמה,הדרום,אשקלון,יישובים מוסדיים יהודיים,יואב,אזור מלאכי,141,139,129,2,
4025,קדמת צבי,הצפון,גולן,מושבים - לרבות כפרים שיתופיים,גולן,גולן תיכוני,423,422,404,-,
3781,קדר,יהודה והשומרון,,יישובים קהילתיים,גוש עציון,,"1,590","1,590","1,575",-,
615,קדרון,המרכז,רחובות,מושבים - לרבות כפרים שיתופיים,ברנר,אזור רחובות,"1,594","1,595","1,578",-,
1211,קדרים,הצפון,כנרת,קיבוצים,הגליל העליון,כנרות,231,231,229,-,
766,קוממיות,הדרום,אשקלון,מושבים - לרבות כפרים שיתופיים,שפיר,אזור מלאכי,537,537,537,-,
1179,קורנית,הצפון,עכו,יישובים קהילתיים,משגב,אזור שפרעם,916,916,907,-,
1052,קטורה,הדרום,באר שבע,קיבוצים,חבל אילות,הערבה,476,474,430,2,
1167,קיסריה,חיפה,חדרה,יישובים יהודיים 9999-5000 תושבים,חוף הכרמל,אזור חדרה,"5,127","5,106","4,936",21,
414,קלחים,הדרום,באר שבע,מושבים - לרבות כפרים שיתופיים,מרחבים,אזור גרר,638,637,632,1,
3601,קליה,יהודה והשומרון,,קיבוצים,מגילות ים המלח,,399,399,390,-,
638,קלנסווה,המרכז,השרון,יישובים לא יהודיים 49999-20000 תושבים,עירייה,מזרח השרון,"22,370",46,28,"22,324",
4024,קלע,הצפון,גולן,יישובים קהילתיים,גולן,גולן צפוני,277,277,262,-,
1243,קציר,חיפה,חדרה,יישובים יהודיים 4999-2000 תושבים,מנשה,הר אלכסנדר,"2,885","2,852","2,647",34,
1347,קצר א-סר,הדרום,באר שבע,יישובים כפריים אחרים לא יהודיים,נווה מדבר,אזור באר שבע,"1,724",-,-,"1,724",
4100,קצרין,הצפון,גולן,יישובים יהודיים 9999-5000 תושבים,מועצה מקומית,גולן תיכוני,"7,127","7,026","5,819",101,
2620,קריית אונו,תל אביב,,יישובים יהודיים 49999-20000 תושבים,עירייה,אזור רמת גן,"39,398","39,369","38,408",28,
3611,קריית ארבע,יהודה והשומרון,,יישובים יהודיים 9999-5000 תושבים,מועצה מקומית,,"7,339","7,339","7,187",1,
6800,קריית אתא,חיפה,חיפה,יישובים יהודיים 99999-50000 תושבים,עירייה,אזור חיפה,"57,518","57,415","53,087",103,
9500,קריית ביאליק,חיפה,חיפה,יישובים יהודיים 49999-20000 תושבים,עירייה,אזור חיפה,"39,582","39,545","36,263",38,
2630,קריית גת,הדרום,אשקלון,יישובים יהודיים 99999-50000 תושבים,עירייה,אזור לכיש,"53,487","53,436","50,184",51,
1768,קריית חינוך מרחבים*,הדרום,באר שבע,מוקד תעסוקה,מרחבים,אזור בשור,-,-,-,-,
2300,קריית טבעון,חיפה,חיפה,יישובים יהודיים 19999-10000 תושבים,מועצה מקומית,אזור חיפה,"17,717","17,638","17,276",79,
9600,קריית ים,חיפה,חיפה,יישובים יהודיים 49999-20000 תושבים,עירייה,אזור חיפה,"39,710","39,633","33,873",77,
1137,קריית יערים,ירושלים,ירושלים,יישובים יהודיים 4999-2000 תושבים,מועצה מקומית,הרי יהודה,"4,840","4,840","4,815",-,
2039,קריית יערים (מוסד),ירושלים,ירושלים,יישובים מוסדיים יהודיים,מטה יהודה,הרי יהודה,305,304,288,1,
8200,קריית מוצקין,חיפה,חיפה,יישובים יהודיים 49999-20000 תושבים,עירייה,אזור חיפה,"41,440","41,402","37,610",38,
1034,קריית מלאכי,הדרום,אשקלון,יישובים יהודיים 49999-20000 תושבים,עירייה,אזור מלאכי,"22,337","22,271","21,900",66,
3746,קריית נטפים,יהודה והשומרון,,יישובים קהילתיים,שומרון,,929,929,928,-,
78,קריית ענבים,ירושלים,ירושלים,קיבוצים,מטה יהודה,הרי יהודה,459,454,414,5,
469,קריית עקרון,המרכז,רחובות,יישובים יהודיים 19999-10000 תושבים,מועצה מקומית,אזור רחובות,"10,909","10,849","10,491",60,
412,קריית שלמה,המרכז,השרון,יישובים מוסדיים יהודיים,חוף השרון,מערב השרון,302,289,203,12,
2800,קריית שמונה,הצפון,צפת,יישובים יהודיים 49999-20000 תושבים,עירייה,עמק חולה,"22,844","22,010","20,361",834,
1766,קרית חינוך עזתה,הדרום,באר שבע,מוקד תעסוקה,שדות נגב,אזור גרר,-,-,-,-,
1746,קרית תעופה,המרכז,רמלה,מוקד תעסוקה,חבל מודיעין,אזור רמלה,-,-,-,-,
3640,קרני שומרון,יהודה והשומרון,,יישובים יהודיים 9999-5000 תושבים,מועצה מקומית,,"7,369","7,358","7,109",13,
4006,קשת,הצפון,גולן,מושבים שיתופיים,גולן,גולן צפוני,819,819,819,-,
543,ראמה,הצפון,עכו,יישובים לא יהודיים 9999-5000 תושבים,מועצה מקומית,אזור כרמיאל,"7,580",12,6,"7,567",
1334,ראס אל-עין,הצפון,עכו,יישובים כפריים אחרים לא יהודיים,משגב,אזור כרמיאל,362,-,-,362,
990,ראס עלי,חיפה,חיפה,יישובים כפריים אחרים לא יהודיים,זבולון,אזור חיפה,596,-,-,596,
2640,ראש העין,המרכז,פתח תקווה,יישובים יהודיים 99999-50000 תושבים,עירייה,אזור פתח תקווה,"50,453","50,429","49,601",24,
26,ראש פינה,הצפון,צפת,יישובים יהודיים 4999-2000 תושבים,מועצה מקומית,אזור חצור,"3,061","3,024","2,956",37,
3602,ראש צורים,יהודה והשומרון,,קיבוצים,גוש עציון,,934,934,934,-,
8300,ראשון לציון,המרכז,רחובות,יישובים יהודיים 499999-200000 תושבים,עירייה,אזור ראשון לציון,"249,860","249,681","229,305",178,
3795,רבבה,יהודה והשומרון,,יישובים יהודיים 4999-2000 תושבים,שומרון,,"2,389","2,389","2,389",-,
564,רבדים,הדרום,אשקלון,קיבוצים,יואב,אזור מלאכי,702,702,693,-,
354,רביבים,הדרום,באר שבע,קיבוצים,רמת נגב,הר הנגב הצפוני,"1,076","1,066",960,10,
1225,רביד,הצפון,כנרת,קיבוצים,עמק הירדן,גליל תחתון מזרחי,92,92,92,-,
390,רגבה,הצפון,עכו,מושבים שיתופיים,מטה אשר,אזור נהרייה,"1,085","1,085","1,075",-,
444,רגבים,חיפה,חדרה,קיבוצים,מנשה,הר אלכסנדר,449,450,441,-,
1161,רהט,הדרום,באר שבע,יישובים לא יהודיים 99999-50000 תושבים,עירייה,אזור באר שבע,"66,791",131,90,"66,660",
2051,רווחה,הדרום,אשקלון,מושבים - לרבות כפרים שיתופיים,שפיר,אזור לכיש,558,558,558,-,
